product_id,startup_id,sector,product_name,ai_technology,revenue_inr,launch_year
82,43,Logistics,RouteAI,Computer Vision,3324026.0,2021
83,43,Logistics,CargoAI,NLP,5248287.0,2023
84,44,Healthcare,DiagnosePro,Computer Vision,26034636.0,2022
85,44,Healthcare,HealthAI,Recommendation System,43159189.0,2018
86,45,AI SaaS,ChatBotPro,Predictive Analytics,12951656.0,2021
87,45,AI SaaS,NLP Suite,Recommendation System,31447122.0,2018
88,46,FinTech,FinPredict,Robotics,18279160.0,2016
89,46,FinTech,WalletAI,Predictive Analytics,6089989.0,2016
90,46,FinTech,CreditSense,NLP,48907226.0,2018
91,47,AI SaaS,VisionAI,Robotics,14873514.0,2021
92,47,AI SaaS,NLP Suite,Predictive Analytics,20327350.0,2021
93,48,Agriculture,SmartIrrigation,Predictive Analytics,43411199.0,2025
94,48,Agriculture,FieldBot,Predictive Analytics,25069908.0,2025
95,48,Agriculture,SmartIrrigation,Robotics,2871970.0,2024
96,49,Agriculture,SmartIrrigation,Robotics,44004675.0,2024
97,50,Logistics,SmartLogistics,Predictive Analytics,16180164.0,2022
98,51,FinTech,FinPredict,Recommendation System,28797625.0,2018
99,51,FinTech,FinPredict,Computer Vision,15424891.0,2016
100,52,AI SaaS,CustomerAI,Robotics,25802259.0,2022
101,52,AI SaaS,CustomerAI,Recommendation System,34437078.0,2023
102,52,AI SaaS,VoiceAI,Recommendation System,6014122.0,2025
103,53,AI SaaS,VisionAI,Robotics,49336946.0,2022
104,54,Retail,RetailBot,Recommendation System,28606431.0,2015
105,54,Retail,RetailBot,Robotics,32526604.0,2015
106,55,Logistics,SmartLogistics,Recommendation System,30050667.0,2024
107,55,Logistics,CargoAI,NLP,8038493.0,2021
108,56,Logistics,FleetPredict,NLP,30139544.0,2018
109,57,Agriculture,SmartIrrigation,Robotics,14222531.0,2019
110,57,Agriculture,FieldBot,Computer Vision,14803405.0,2020
111,58,EdTech,TutorBot,Computer Vision,41415113.0,2025
112,58,EdTech,StudyAI,Computer Vision,41762730.0,2024
113,59,FinTech,WalletAI,Computer Vision,36416076.0,2021
114,60,Agriculture,SmartIrrigation,Predictive Analytics,34954565.0,2024
115,60,Agriculture,FarmSense,Robotics,40572469.0,2021
116,61,Retail,StoreAI,Robotics,18870226.0,2017
117,62,Agriculture,FieldBot,Computer Vision,45182615.0,2024
118,63,EdTech,StudyAI,Recommendation System,10395069.0,2021
119,64,Healthcare,CareAI,Computer Vision,17518452.0,2023
120,64,Healthcare,VitalSense,Robotics,20359373.0,2024
121,65,Logistics,SmartLogistics,Recommendation System,28604696.0,2025
122,66,FinTech,CreditSense,NLP,16489090.0,2014
123,66,FinTech,CreditSense,Computer Vision,48690910.0,2019
124,67,Agriculture,SmartIrrigation,Robotics,4653228.0,2025
125,67,Agriculture,FarmSense,Predictive Analytics,21784668.0,2021
126,68,Retail,SmartShop,Recommendation System,36574976.0,2021
127,68,Retail,InventoryAI,NLP,17250745.0,2019
128,69,AI SaaS,CustomerAI,Recommendation System,12419124.0,2025
129,69,AI SaaS,VisionAI,Robotics,8840773.0,2020
130,69,AI SaaS,CustomerAI,Robotics,45018758.0,2022
131,70,Healthcare,CareAI,Robotics,40230003.0,2022
132,70,Healthcare,CareAI,NLP,27971296.0,2024
133,70,Healthcare,VitalSense,Computer Vision,13033362.0,2021
134,71,FinTech,WalletAI,Predictive Analytics,8361158.0,2025
135,72,Healthcare,DiagnosePro,Predictive Analytics,34766817.0,2024
136,73,Healthcare,VitalSense,Robotics,8712881.0,2025
137,73,Healthcare,VitalSense,Computer Vision,31126475.0,2020
138,74,EdTech,StudyAI,NLP,18105850.0,2022
139,75,Healthcare,HealthAI,Predictive Analytics,12818122.0,2022
140,76,FinTech,PayAI,Predictive Analytics,31723816.0,2017
141,77,Retail,SalesPredict,Recommendation System,47602373.0,2016
142,77,Retail,InventoryAI,Recommendation System,3371728.0,2023
143,78,EdTech,TestPrep AI,Predictive Analytics,43416082.0,2023
144,79,AI SaaS,NLP Suite,Robotics,35769665.0,2020
145,79,AI SaaS,ChatBotPro,Predictive Analytics,24540272.0,2022
146,79,AI SaaS,VisionAI,Computer Vision,19916281.0,2025
147,80,AI SaaS,NLP Suite,Computer Vision,32596400.0,2024
148,80,AI SaaS,ChatBotPro,NLP,24619756.0,2021
149,80,AI SaaS,VisionAI,NLP,39522424.0,2022
150,81,Retail,StoreAI,NLP,48942671.0,2024
151,81,Retail,SalesPredict,NLP,16904941.0,2023
152,81,Retail,SalesPredict,NLP,36555547.0,2021
153,82,Agriculture,FarmSense,Robotics,4392904.0,2024
154,83,Healthcare,HealthAI,NLP,5459895.0,2024
155,84,Logistics,RouteAI,Computer Vision,32573328.0,2019
156,84,Logistics,FleetPredict,Predictive Analytics,21660697.0,2024
157,85,EdTech,EduAI Platform,Recommendation System,13100632.0,2016
158,85,EdTech,EduAI Platform,Computer Vision,30517104.0,2019
159,85,EdTech,TestPrep AI,Recommendation System,19736572.0,2019
160,86,Retail,StoreAI,NLP,20565138.0,2024
161,87,Agriculture,FieldBot,NLP,26222128.0,2022
162,87,Agriculture,CropAI,Computer Vision,32773737.0,2022
163,87,Agriculture,SmartIrrigation,Computer Vision,21474259.0,2021
164,88,Healthcare,MediBot,Predictive Analytics,39689725.0,2023
165,88,Healthcare,VitalSense,Robotics,26496756.0,2023
166,89,AI SaaS,CustomerAI,Robotics,7433873.0,2021
167,90,Retail,InventoryAI,Computer Vision,7135531.0,2014
168,90,Retail,StoreAI,NLP,25776007.0,2025
169,90,Retail,RetailBot,NLP,3816204.0,2021
170,91,Agriculture,SmartIrrigation,Computer Vision,5749584.0,2016
171,91,Agriculture,SmartIrrigation,Computer Vision,25018820.0,2020
172,91,Agriculture,AgroPredict,Recommendation System,8650437.0,2020
173,92,Agriculture,FarmSense,Computer Vision,31923137.0,2023
174,93,FinTech,LoanBot,Computer Vision,11648639.0,2024
175,93,FinTech,WalletAI,Robotics,16061169.0,2024
176,93,FinTech,WalletAI,NLP,21347121.0,2025
177,94,EdTech,TestPrep AI,Predictive Analytics,13885144.0,2021
178,94,EdTech,TutorBot,NLP,17931027.0,2019
179,95,Healthcare,DiagnosePro,Recommendation System,2048947.0,2020
180,95,Healthcare,MediBot,Computer Vision,30987358.0,2022
181,96,Logistics,FleetPredict,Computer Vision,41250318.0,2022
182,96,Logistics,RouteAI,Predictive Analytics,16137094.0,2015
183,96,Logistics,CargoAI,Robotics,9727992.0,2015
184,97,FinTech,PayAI,Recommendation System,18918292.0,2017
185,97,FinTech,WalletAI,Recommendation System,45787008.0,2015
186,98,Healthcare,DiagnosePro,NLP,21213554.0,2021
187,98,Healthcare,MediBot,NLP,32780947.0,2022
188,99,EdTech,TutorBot,Computer Vision,5111844.0,2025
189,99,EdTech,StudyAI,Predictive Analytics,24959207.0,2020
190,100,AI SaaS,VisionAI,Predictive Analytics,36260151.0,2023
191,101,Healthcare,CareAI,Computer Vision,35554621.0,2020
192,101,Healthcare,HealthAI,Recommendation System,16248917.0,2020
193,101,Healthcare,DiagnosePro,Computer Vision,26995031.0,2022
194,102,AI SaaS,ChatBotPro,Recommendation System,1470668.0,2019
195,102,AI SaaS,NLP Suite,Recommendation System,17417353.0,2018
196,103,Retail,SmartShop,Recommendation System,5691001.0,2020
197,104,Healthcare,HealthAI,Computer Vision,29831460.0,2019
198,104,Healthcare,CareAI,NLP,18095979.0,2018
199,104,Healthcare,DiagnosePro,Recommendation System,29109935.0,2023
200,105,Healthcare,HealthAI,NLP,29478670.0,2017
201,105,Healthcare,VitalSense,Recommendation System,32652753.0,2024
202,106,Agriculture,CropAI,Computer Vision,16811499.0,2022
203,106,Agriculture,SmartIrrigation,Predictive Analytics,43767561.0,2024
204,106,Agriculture,CropAI,Computer Vision,47335754.0,2025
205,107,FinTech,WalletAI,Predictive Analytics,15862263.0,2024
206,107,FinTech,LoanBot,NLP,13944458.0,2022
207,108,Logistics,CargoAI,Predictive Analytics,38277831.0,2020
208,109,Retail,RetailBot,Computer Vision,48227213.0,2022
209,110,Retail,SalesPredict,Robotics,28415736.0,2023
210,110,Retail,SalesPredict,Predictive Analytics,41506446.0,2021
211,111,AI SaaS,VisionAI,Recommendation System,37012695.0,2022
212,111,AI SaaS,NLP Suite,NLP,33289969.0,2023
213,111,AI SaaS,VoiceAI,Predictive Analytics,22940354.0,2025
214,112,Retail,SalesPredict,Recommendation System,46388356.0,2022
215,112,Retail,SmartShop,Predictive Analytics,3266785.0,2024
216,112,Retail,InventoryAI,Predictive Analytics,20244802.0,2022
217,113,Agriculture,FarmSense,Computer Vision,18077013.0,2019
218,114,Logistics,SmartLogistics,Robotics,35427398.0,2021
219,114,Logistics,CargoAI,Recommendation System,3816018.0,2023
220,115,Logistics,FleetPredict,Recommendation System,45797839.0,2021
221,116,AI SaaS,CustomerAI,Computer Vision,31152741.0,2025
222,117,Retail,RetailBot,Robotics,25363610.0,2025
223,118,Logistics,SmartLogistics,Computer Vision,23000740.0,2019
224,119,AI SaaS,NLP Suite,NLP,31679708.0,2025
225,120,Healthcare,CareAI,Predictive Analytics,15379621.0,2018
226,120,Healthcare,MediBot,Recommendation System,11433842.0,2025
227,120,Healthcare,VitalSense,Robotics,26626424.0,2020
228,121,Agriculture,FarmSense,NLP,15827439.0,2024
229,121,Agriculture,CropAI,Recommendation System,34692760.0,2024
230,121,Agriculture,AgroPredict,Computer Vision,34896670.0,2024
231,122,Logistics,SmartLogistics,Predictive Analytics,30438097.0,2021
232,122,Logistics,DeliveryBot,Robotics,44429674.0,2025
233,122,Logistics,FleetPredict,Robotics,18636685.0,2023
234,123,Healthcare,HealthAI,Computer Vision,42665262.0,2020
235,123,Healthcare,DiagnosePro,Predictive Analytics,3863397.0,2019
236,123,Healthcare,MediBot,Recommendation System,37371301.0,2023
237,124,EdTech,EduAI Platform,NLP,26726252.0,2017
238,124,EdTech,TestPrep AI,Recommendation System,3763007.0,2021
239,124,EdTech,TestPrep AI,Robotics,1446264.0,2021
240,125,Logistics,SmartLogistics,Predictive Analytics,31687337.0,2022
241,126,Healthcare,DiagnosePro,Recommendation System,16203394.0,2018
242,126,Healthcare,CareAI,NLP,20645563.0,2020
243,126,Healthcare,VitalSense,Computer Vision,19274527.0,2016
244,127,EdTech,StudyAI,Computer Vision,15166669.0,2015
245,127,EdTech,TestPrep AI,NLP,21848418.0,2017
246,127,EdTech,LearnSmart,Recommendation System,16683588.0,2019
247,128,FinTech,FinPredict,Recommendation System,41749777.0,2022
248,128,FinTech,WalletAI,Predictive Analytics,19071192.0,2025
249,128,FinTech,WalletAI,NLP,10482128.0,2022
250,129,EdTech,EduAI Platform,NLP,17960973.0,2024
251,129,EdTech,StudyAI,NLP,10692626.0,2020
252,130,AI SaaS,VisionAI,Predictive Analytics,21728722.0,2022
253,130,AI SaaS,CustomerAI,Predictive Analytics,38506681.0,2022
254,130,AI SaaS,ChatBotPro,Robotics,9547342.0,2022
255,131,EdTech,LearnSmart,Robotics,45799069.0,2015
256,131,EdTech,TestPrep AI,Computer Vision,33665017.0,2017
257,131,EdTech,LearnSmart,Recommendation System,1097097.0,2022
258,132,Agriculture,FieldBot,NLP,11102044.0,2024
259,133,EdTech,EduAI Platform,Recommendation System,28907354.0,2020
260,134,FinTech,CreditSense,Recommendation System,18407686.0,2024
261,134,FinTech,LoanBot,NLP,24972005.0,2023
262,134,FinTech,LoanBot,NLP,10006867.0,2023
263,135,Healthcare,CareAI,Computer Vision,30553803.0,2019
264,135,Healthcare,MediBot,Recommendation System,47575217.0,2023
265,135,Healthcare,MediBot,Computer Vision,30990043.0,2024
266,136,Healthcare,VitalSense,Computer Vision,42282996.0,2018
267,136,Healthcare,VitalSense,NLP,47697202.0,2024
268,136,Healthcare,MediBot,Computer Vision,35608060.0,2023
269,137,Retail,InventoryAI,Predictive Analytics,11410022.0,2023
270,137,Retail,RetailBot,Recommendation System,12954278.0,2022
271,138,AI SaaS,VisionAI,Recommendation System,38497693.0,2019
272,138,AI SaaS,NLP Suite,Recommendation System,8910373.0,2025
273,139,Retail,RetailBot,Computer Vision,48237374.0,2017
274,140,AI SaaS,VisionAI,Computer Vision,22308287.0,2023
275,140,AI SaaS,CustomerAI,Computer Vision,7414412.0,2025
276,140,AI SaaS,VoiceAI,NLP,4353863.0,2023
277,141,Logistics,CargoAI,Computer Vision,3140411.0,2025
278,141,Logistics,DeliveryBot,Computer Vision,44786328.0,2023
279,141,Logistics,RouteAI,Predictive Analytics,41426498.0,2021
280,142,Logistics,CargoAI,Predictive Analytics,7507041.0,2025
281,142,Logistics,CargoAI,NLP,5765819.0,2019
282,143,Retail,SalesPredict,Robotics,11829024.0,2023
283,143,Retail,StoreAI,Recommendation System,23229354.0,2025
284,143,Retail,StoreAI,Computer Vision,5165053.0,2021
285,144,EdTech,EduAI Platform,Computer Vision,34314736.0,2022
286,145,Healthcare,DiagnosePro,NLP,25809103.0,2019
287,145,Healthcare,VitalSense,NLP,35244968.0,2022
288,146,FinTech,WalletAI,Predictive Analytics,2803329.0,2022
289,147,AI SaaS,NLP Suite,Robotics,43044830.0,2019
290,147,AI SaaS,VoiceAI,NLP,12200250.0,2019
291,147,AI SaaS,ChatBotPro,Recommendation System,42751601.0,2025
292,148,FinTech,CreditSense,NLP,20420280.0,2021
293,149,Logistics,DeliveryBot,NLP,8909109.0,2023
294,149,Logistics,CargoAI,Robotics,21427638.0,2018
295,149,Logistics,RouteAI,Computer Vision,20492397.0,2014
296,150,Healthcare,VitalSense,Recommendation System,38240493.0,2023
297,151,Logistics,CargoAI,Recommendation System,1493763.0,2022
298,151,Logistics,DeliveryBot,Recommendation System,290801.0,2022
299,151,Logistics,RouteAI,Predictive Analytics,25402583.0,2022
300,152,EdTech,EduAI Platform,Computer Vision,48618238.0,2024
301,152,EdTech,LearnSmart,Robotics,13756567.0,2019
302,152,EdTech,TestPrep AI,Predictive Analytics,10240136.0,2022
303,153,FinTech,WalletAI,Robotics,15976471.0,2025
304,154,Agriculture,FarmSense,Recommendation System,43805503.0,2020
305,154,Agriculture,CropAI,NLP,5481640.0,2016
306,155,AI SaaS,CustomerAI,Predictive Analytics,49990775.0,2022
307,155,AI SaaS,VoiceAI,Robotics,45729480.0,2024
308,155,AI SaaS,ChatBotPro,Predictive Analytics,14603473.0,2021
309,156,FinTech,LoanBot,Computer Vision,40792235.0,2025
310,156,FinTech,CreditSense,Robotics,49825852.0,2023
311,156,FinTech,WalletAI,Recommendation System,7932622.0,2024
312,157,AI SaaS,ChatBotPro,Recommendation System,3481667.0,2018
313,157,AI SaaS,CustomerAI,Computer Vision,25788422.0,2021
314,157,AI SaaS,NLP Suite,Predictive Analytics,17462119.0,2025
315,158,Agriculture,AgroPredict,Predictive Analytics,10637041.0,2023
316,158,Agriculture,CropAI,Predictive Analytics,43488854.0,2025
317,158,Agriculture,SmartIrrigation,Recommendation System,49518163.0,2024
318,159,AI SaaS,NLP Suite,NLP,17146981.0,2018
319,160,FinTech,CreditSense,Predictive Analytics,14487911.0,2024
320,160,FinTech,CreditSense,Predictive Analytics,22664711.0,2020
321,161,Agriculture,SmartIrrigation,Predictive Analytics,26583974.0,2018
322,161,Agriculture,CropAI,Recommendation System,33928991.0,2020
323,162,AI SaaS,NLP Suite,NLP,47733623.0,2025
324,163,Agriculture,FarmSense,NLP,32977832.0,2018
325,163,Agriculture,SmartIrrigation,NLP,32949317.0,2019
326,163,Agriculture,CropAI,Recommendation System,5587938.0,2022
327,164,Agriculture,CropAI,Recommendation System,1117791.0,2020
328,164,Agriculture,FieldBot,Computer Vision,29339202.0,2019
329,165,Logistics,DeliveryBot,Robotics,17618078.0,2025
330,166,FinTech,PayAI,Robotics,2324464.0,2023
331,166,FinTech,CreditSense,Recommendation System,48629849.0,2017
332,166,FinTech,CreditSense,NLP,12090608.0,2025
333,167,Retail,StoreAI,Robotics,9166865.0,2022
334,167,Retail,SalesPredict,Robotics,41567452.0,2025
335,168,Agriculture,FarmSense,Recommendation System,21914588.0,2015
336,168,Agriculture,CropAI,NLP,25932140.0,2025
337,168,Agriculture,FarmSense,Predictive Analytics,16501086.0,2014
338,169,Healthcare,CareAI,Recommendation System,28229930.0,2023
339,169,Healthcare,MediBot,Robotics,45285417.0,2023
340,169,Healthcare,CareAI,Robotics,944670.0,2021
341,170,EdTech,TutorBot,Computer Vision,24539433.0,2021
342,170,EdTech,TutorBot,Robotics,559600.0,2019
343,171,AI SaaS,NLP Suite,Computer Vision,43102305.0,2024
344,171,AI SaaS,VisionAI,Recommendation System,23087151.0,2021
345,172,AI SaaS,VoiceAI,Computer Vision,33661672.0,2025
346,172,AI SaaS,VoiceAI,Robotics,48552678.0,2023
347,173,Agriculture,SmartIrrigation,Robotics,48874941.0,2023
348,173,Agriculture,FarmSense,Predictive Analytics,44833804.0,2019
349,174,Healthcare,VitalSense,Predictive Analytics,46751809.0,2025
350,175,Healthcare,HealthAI,Computer Vision,18796181.0,2023
351,175,Healthcare,DiagnosePro,Predictive Analytics,27110899.0,2024
352,176,AI SaaS,CustomerAI,Recommendation System,41867315.0,2020
353,176,AI SaaS,NLP Suite,Robotics,46571097.0,2022
354,176,AI SaaS,CustomerAI,Computer Vision,36744699.0,2025
355,177,Agriculture,FarmSense,Robotics,17066771.0,2023
356,177,Agriculture,FarmSense,NLP,34213095.0,2022
357,178,EdTech,LearnSmart,Computer Vision,38559041.0,2025
358,178,EdTech,LearnSmart,Computer Vision,25493828.0,2014
359,178,EdTech,TutorBot,Recommendation System,14776999.0,2020
360,179,Logistics,FleetPredict,Predictive Analytics,28721527.0,2023
361,179,Logistics,DeliveryBot,NLP,23863617.0,2021
362,180,Agriculture,SmartIrrigation,NLP,16293245.0,2024
363,181,FinTech,LoanBot,NLP,32050001.0,2025
364,181,FinTech,PayAI,Recommendation System,2894138.0,2022
365,181,FinTech,CreditSense,Robotics,19830353.0,2025
366,182,AI SaaS,CustomerAI,NLP,16745667.0,2021
367,183,AI SaaS,VisionAI,Robotics,3763244.0,2020
368,183,AI SaaS,VoiceAI,Predictive Analytics,35574895.0,2018
369,183,AI SaaS,VoiceAI,Predictive Analytics,19463759.0,2019
370,184,Retail,RetailBot,Predictive Analytics,18785348.0,2024
371,184,Retail,SmartShop,Robotics,20747801.0,2024
372,185,Logistics,RouteAI,Recommendation System,23286905.0,2021
373,185,Logistics,DeliveryBot,Recommendation System,26294142.0,2020
374,185,Logistics,SmartLogistics,Predictive Analytics,41052837.0,2021
375,186,Agriculture,AgroPredict,Robotics,6616315.0,2025
376,186,Agriculture,CropAI,Predictive Analytics,39187096.0,2022
377,186,Agriculture,SmartIrrigation,Computer Vision,40517859.0,2021
378,187,EdTech,LearnSmart,Robotics,15916183.0,2024
379,187,EdTech,TutorBot,Computer Vision,42712265.0,2023
380,187,EdTech,LearnSmart,Computer Vision,14176289.0,2025
381,188,AI SaaS,ChatBotPro,Robotics,48437615.0,2025
382,188,AI SaaS,ChatBotPro,Predictive Analytics,38436231.0,2020
383,188,AI SaaS,CustomerAI,Recommendation System,24450400.0,2021
384,189,EdTech,StudyAI,Computer Vision,45649633.0,2022
385,189,EdTech,EduAI Platform,Recommendation System,18875604.0,2022
386,189,EdTech,TestPrep AI,Recommendation System,32288138.0,2023
387,190,FinTech,LoanBot,Recommendation System,10833697.0,2024
388,190,FinTech,FinPredict,Predictive Analytics,18802659.0,2022
389,191,Retail,RetailBot,Recommendation System,1982996.0,2022
390,192,Logistics,RouteAI,Computer Vision,20216230.0,2019
391,193,Logistics,RouteAI,Recommendation System,40035979.0,2020
392,193,Logistics,DeliveryBot,Computer Vision,17485569.0,2019
393,193,Logistics,FleetPredict,Robotics,42684784.0,2014
394,194,EdTech,LearnSmart,NLP,639080.0,2017
395,195,Logistics,CargoAI,Recommendation System,29189884.0,2024
396,195,Logistics,RouteAI,Computer Vision,46662798.0,2024
397,196,Retail,SmartShop,Recommendation System,23386140.0,2023
398,196,Retail,RetailBot,Robotics,2442074.0,2015
399,197,Healthcare,HealthAI,Computer Vision,24011779.0,2023
400,198,AI SaaS,VoiceAI,Recommendation System,7062755.0,2025
401,199,EdTech,TutorBot,Recommendation System,38440432.0,2024
402,199,EdTech,StudyAI,Recommendation System,8798716.0,2023
403,199,EdTech,LearnSmart,NLP,11815240.0,2024
404,200,Agriculture,AgroPredict,Computer Vision,39533230.0,2024
405,201,EdTech,TutorBot,Predictive Analytics,18855642.0,2015
406,201,EdTech,TutorBot,Predictive Analytics,43639268.0,2022
407,201,EdTech,TestPrep AI,NLP,14373249.0,2019
408,202,Healthcare,HealthAI,Robotics,22456342.0,2023
409,203,Logistics,FleetPredict,Robotics,29199270.0,2023
410,203,Logistics,SmartLogistics,Predictive Analytics,18290957.0,2021
411,204,Healthcare,CareAI,Computer Vision,48830584.0,2015
412,204,Healthcare,CareAI,Robotics,42707681.0,2022
413,205,Retail,RetailBot,Predictive Analytics,47742529.0,2019
414,205,Retail,StoreAI,Recommendation System,32578902.0,2024
415,205,Retail,StoreAI,Computer Vision,40171148.0,2022
416,206,EdTech,EduAI Platform,Predictive Analytics,37172677.0,2021
417,206,EdTech,EduAI Platform,Computer Vision,5745226.0,2015
418,206,EdTech,StudyAI,Predictive Analytics,48664864.0,2022
419,207,AI SaaS,CustomerAI,Recommendation System,30723360.0,2016
420,208,AI SaaS,VoiceAI,Predictive Analytics,27234247.0,2021
421,208,AI SaaS,VoiceAI,Robotics,36842169.0,2023
422,209,Logistics,RouteAI,Computer Vision,1137313.0,2018
423,210,Healthcare,DiagnosePro,NLP,29188019.0,2023
424,210,Healthcare,MediBot,Predictive Analytics,44751437.0,2023
425,210,Healthcare,DiagnosePro,Computer Vision,17710922.0,2020
426,211,Healthcare,DiagnosePro,NLP,42185705.0,2019
427,212,FinTech,LoanBot,Predictive Analytics,26818322.0,2025
428,212,FinTech,FinPredict,Recommendation System,33852096.0,2025
429,213,Logistics,FleetPredict,NLP,6890348.0,2018
430,213,Logistics,RouteAI,Robotics,26209866.0,2017
431,213,Logistics,SmartLogistics,NLP,41643355.0,2024
432,214,EdTech,StudyAI,Recommendation System,27201211.0,2022
433,214,EdTech,StudyAI,Computer Vision,2227008.0,2025
434,215,Healthcare,MediBot,Recommendation System,25199908.0,2022
435,216,Healthcare,DiagnosePro,Recommendation System,19095227.0,2016
436,217,FinTech,PayAI,NLP,36546178.0,2023
437,218,Healthcare,HealthAI,Recommendation System,40973086.0,2025
438,218,Healthcare,HealthAI,Computer Vision,23591203.0,2018
439,218,Healthcare,VitalSense,Predictive Analytics,23175061.0,2018
440,219,Healthcare,VitalSense,Recommendation System,6528769.0,2025
